reaction,FC,p,q,enrichment,changed
EX_alltn_e,0.011824266193536577,1.5679195140192733e-26,1.9756997962407409e-26,0,0
EX_amet_e,-4.703075080500338,0.0,0.0,-1,1
EX_ametam_e,0.6926884768883504,8.247170039460093e-80,1.2613969189040169e-79,0,0
EX_amp_e,-0.8625623279461667,0.0,0.0,-1,1
EX_and19one_e,-1.0,0.0,0.0,-1,1
EX_aprgstrn_e,-0.14634633846545375,4.6103971535538226e-175,8.644968204116535e-175,0,0
EX_arab__L_e,1.0,0.0,0.0,1,1
EX_arach_e,-0.312094471346071,8.329499266785476e-31,1.0648693180282608e-30,0,0
EX_arachd_e,-1.0,0.0,0.0,-1,1
EX_asn__L_e,0.5638068616103412,3.4059967341600814e-286,7.298107556200287e-286,0,0
EX_asp__L_e,1.0,0.0,0.0,1,1
EX_atp_e,-0.07280510440139205,1.8518210519255763e-20,2.2430231637442492e-20,0,0
EX_atvlac_e,0.06711744123623692,0.01960232095219542,0.02036998925906646,0,0
EX_bilglcur_e,-0.2188515976002473,7.89195695786226e-174,1.4761840801509573e-173,0,0
EX_bilirub_e,0.21885159760021639,7.89195695786226e-174,1.4761840801509573e-173,0,0
EX_c4crn_e,0.04033056265884497,3.3470758389799365e-37,4.409946342120217e-37,0,0
EX_c8crn_e,-0.32205895802853535,0.0,0.0,0,0
EX_ca24g_e,0.07616836065559446,7.709567304002036e-09,8.615686869604625e-09,0,0
EX_ca3s_e,-0.8183461831342943,0.0,0.0,0,0
EX_cala_e,-0.06830095053855245,4.0660830919911046e-47,5.644039912362348e-47,0,0
EX_cdca24g_e,-0.2630787390245229,1.9235329004551243e-12,2.215801150347599e-12,0,0
EX_cdca3g_e,0.006064087948507141,2.214758736930358e-06,2.4009878563777085e-06,0,0
EX_cholate_e,-0.012942538855539403,4.312386962685144e-45,5.892734759788921e-45,0,0
EX_cholp_e,1.0,0.0,0.0,1,1
EX_chsterol_e,-2.3675013981922475,0.0,0.0,-1,1
EX_chtn_e,0.5254445771060419,2.396619961945673e-168,4.453653707785037e-168,0,0
EX_cit_e,-0.23964418662068399,1.690722046468961e-05,1.815636569431609e-05,0,0
EX_cmp_e,-0.9788768582014421,0.0,0.0,-1,1
EX_co2_e,-0.06232450360695267,3.65394511e-315,8.048554773e-315,0,0
EX_crm_hs_e,-0.06904787340777249,1.7628312247911467e-53,2.4924292781743475e-53,0,0
EX_crn_e,0.726137652423108,5.249252134161708e-295,1.1332822488322628e-294,0,0
EX_cspg_a_e,-0.157601804405159,7.847683261668956e-40,1.0528167667918025e-39,0,0
EX_cspg_d_e,-0.221373010645343,7.969763456935227e-47,1.0982488048747698e-46,0,0
EX_cspg_e_e,-0.2811756304665842,1.4009782290842566e-250,2.857044073968073e-250,0,0
EX_ctp_e,1.0,0.0,0.0,1,1
EX_cys__L_e,-1.496236269987448,0.0,0.0,-1,1
EX_cytd_e,0.9319545622976058,0.0,0.0,1,1
EX_dag_hs_e,0.07069837933465152,5.795101457747716e-58,8.354024969412691e-58,0,0
EX_dca24g_e,0.1649368864930088,5.356249099254043e-22,6.536342483688623e-22,0,0
EX_dca3g_e,0.2751407358559389,8.558957839743207e-54,1.2116341060976427e-53,0,0
EX_dca3s_e,0.12363050135800674,3.293282821940129e-24,4.0579219220666165e-24,0,0
EX_dcmp_e,1.0,0.0,0.0,1,1
EX_dcyt_e,-1.0,0.0,0.0,-1,1
EX_dhap_e,0.32181780153885264,0.0,0.0,0,0
EX_dlnlcg_e,1.0,0.0,0.0,1,1
EX_doco13ac_e,0.0311240866380198,4.441088228134397e-06,4.794022391959647e-06,0,0
EX_docosac_e,-0.576218079084628,0.002393409648884169,0.0024996617019467614,0,0
EX_dolichol__L_e,-0.017471509905910346,0.5005673707894058,0.5083643703344121,0,0
EX_dopa_e,-4.935262815326179,7.464624605975604e-184,1.4207067014876004e-183,-1,1
EX_dsmsterol_e,0.8857565042511936,0.0,0.0,1,1
EX_dtmp_e,-1.0,0.0,0.0,-1,1
EX_dttp_e,1.0,0.0,0.0,1,1
EX_duri_e,0.5828990480149112,1.5860009962863472e-134,2.790481321145293e-134,0,0
EX_dxtrn_e,-0.41140017618649677,0.0,0.0,0,0
EX_eidi1114ac_e,0.33358237364069426,1.3746584738471068e-12,1.5891441931707688e-12,0,0
EX_elaid_e,-1.0,0.0,0.0,-1,1
EX_elaidcrn_e,0.8466679838288202,5.2412442104666635e-281,1.1136423918328608e-280,1,1
EX_estradiol_e,1.0,0.0,0.0,1,1
EX_etha_e,-1.0,0.0,0.0,-1,1
EX_f1a_e,1.6714570035668264,0.0,0.0,1,1
EX_fdp_e,-0.6937373382931918,0.0,0.0,0,0
EX_fol_e,0.39027151992501846,0.0,0.0,0,0
EX_forglu_e,-1.0,0.0,0.0,-1,1
EX_fuc14galacglcgalgluside_hs_e,0.3491710814788024,1.837273440992013e-114,2.9798564266835634e-114,0,0
EX_fum_e,0.1705890177382585,9.803857095159588e-13,1.1373869797231408e-12,0,0
EX_gal_e,-0.0019844809915062238,4.872295384883887e-05,5.173838096000479e-05,0,0
EX_galgluside_hs_e,0.4695513561623193,5.529756080361251e-63,8.146483780106116e-63,0,0
EX_gbside_hs_e,-0.48129145142841295,1.37830107357921e-75,2.0912786236088812e-75,0,0
EX_gca3s_e,-0.20685180353357846,9.520860663442335e-27,1.205693897556904e-26,0,0
EX_gcdca3s_e,-0.18284295756644037,7.941083403595438e-93,1.2437578810572951e-92,0,0
EX_gdca3s_e,-0.2441749089027988,4.955881909979731e-13,5.793710306646386e-13,0,0
EX_glcur_e,-0.6549874253392517,0.0,0.0,0,0
EX_gln__L_e,1.0,0.0,0.0,1,1
EX_glu__L_e,0.33545843879121023,2.380997184745219e-223,4.6920859892820294e-223,0,0
EX_gluside_hs_e,0.009181708219727235,0.06153429181321559,0.06359658239028894,0,0
EX_gly_e,1.0,0.0,0.0,1,1
EX_glyald_e,-1.0,0.0,0.0,-1,1
EX_glyc2p_e,0.357582656766547,2.273588556073783e-85,3.541521559699913e-85,0,0
EX_glyc3p_e,0.990107559413269,0.0,0.0,1,1
EX_glyc__R_e,0.38684525284273974,4.1963089360010326e-94,6.604122063416798e-94,0,0
EX_glyc__S_e,0.24996619199554249,4.9260933239281345e-304,1.0777895460406524e-303,0,0
EX_glyc_e,1.0,0.0,0.0,1,1
EX_glyclt_e,-0.5031153756430417,0.0,0.0,0,0
EX_glygn2_e,-0.2391342872184205,8.949959584179312e-121,1.5344709069193981e-120,0,0
EX_glygn4_e,0.2391342872184205,8.949959584179312e-121,1.5344709069193981e-120,0,0
EX_gm2_hs_e,0.30231719426293147,9.134976413736297e-126,1.585248378414162e-125,0,0
EX_gmp_e,-0.640834273436805,2.0352396094835964e-263,4.2337436543678824e-263,0,0
EX_gsn_e,-0.09033781856644359,1.2146029729227987e-62,1.7847546582162436e-62,0,0
EX_gudca3s_e,0.3893169319979241,1.9639935039866535e-132,3.4475639816134945e-132,0,0
EX_h2o2_e,-0.009708113937947863,1.907452160715277e-11,2.181857559274317e-11,0,0
EX_h2o_e,9.219154217905794,0.0,0.0,1,1
EX_hLkynr_e,-1.0,2.137617700150948e-300,4.645755801661393e-300,-1,1
EX_h_e,0.027341089528299924,4.8878146754685455e-17,5.809371400739177e-17,0,0
EX_ha_e,-0.4071072759943303,1.5008470151493183e-142,2.679916188240019e-142,0,0
EX_hca24g_e,0.275908181522268,8.609790616330956e-50,1.2075932505511518e-49,0,0
EX_hca6g_e,0.10338411089934722,1.1412985810949231e-07,1.2600113023989428e-07,0,0
EX_hco3_e,-0.1354892869442718,5.34562e-318,1.1820456e-317,0,0
EX_hcys__L_e,1.0,0.0,0.0,1,1
EX_hdca24g_e,0.3830811661129844,2.5116988010361783e-63,3.7050398603520097e-63,0,0
EX_hdca6g_e,0.04902326428147855,0.06917625399020766,0.07126871855785728,0,0
EX_hdcecrn_e,-0.32020977748334983,8.104471438015003e-129,1.4171956951379491e-128,0,0
EX_hdd2crn_e,-0.2431755071993892,1.2696120775805016e-24,1.5686273746825689e-24,0,0
EX_hexc_e,0.28071429215141425,1.1979681866777803e-20,1.4525841668430897e-20,0,0
EX_his__L_e,-0.7722063664510648,0.0,0.0,0,0
EX_hmcr_e,-1.0,0.0,0.0,-1,1
EX_hom__L_e,-1.0,0.0,0.0,-1,1
EX_hpdca_e,-0.3003244360634064,2.6573756410355674e-90,4.156361352188598e-90,0,0
EX_hxan_e,1.0,0.0,0.0,1,1
EX_hxcoa_e,-1.0,0.0,0.0,-1,1
EX_hyochol_e,0.7663442331972012,6.716912257354609e-296,1.4542688587555234e-295,0,0
EX_ile__L_e,1.0,0.0,0.0,1,1
EX_imp_e,-0.7272999405978781,0.0,0.0,0,0
EX_inost_e,0.02468374311852253,0.07761108123267829,0.0795993201676278,0,0
EX_ins_e,0.6568912310126107,0.0,0.0,0,0
EX_ksi_e,-0.34917108147884085,1.837273440992013e-114,2.9798564266835634e-114,0,0
EX_ksii_core2_e,0.07332611668758364,1.382902816518576e-11,1.582640033748942e-11,0,0
EX_ksii_core4_e,-0.09916131245532087,4.955881909979731e-13,5.793710306646386e-13,0,0
EX_lac__L_e,-0.11563869572654004,1.4923000016572628e-152,2.713488927316234e-152,0,0
EX_lanost_e,-0.0678109232871747,0.005306868855560685,0.005537391279556234,0,0
EX_lca24g_e,0.41125620978448785,1.476364542563226e-97,2.34777971158835e-97,0,0
EX_lca3g_e,0.14060023296934587,9.23442040824848e-11,1.0515442800211093e-10,0,0
EX_lca3s_e,-0.17728011361026194,1.4811534595157654e-17,1.7696294212643857e-17,0,0
EX_leu__L_e,0.781722738314156,0.0,0.0,0,0
EX_leuktrA4_e,1.0,0.0,0.0,1,1
EX_leuktrB4woh_e,1.0,0.0,0.0,1,1
EX_lgnc_e,-0.4854819734408707,1.3639763952989482e-80,2.0889893517263087e-80,0,0
EX_lneldc_e,-1.0,0.0,0.0,-1,1
EX_lneldccrn_e,-0.17944218047638977,2.9305357835646383e-122,5.066274740980686e-122,0,0
EX_lnlccrn_e,-1.0,0.0,0.0,-1,1
EX_lnlnca_e,1.0,0.0,0.0,1,1
EX_lnlncg_e,1.0,0.0,0.0,1,1
EX_lpchol_hs_e,-1.0,0.0,0.0,-1,1
EX_lthstrl_e,-1.5986673190942506,0.0,0.0,-1,1
EX_mal__L_e,-0.28529774883493064,0.0,0.0,0,0
EX_malthp_e,0.02358814794398945,6.059523534333059e-37,7.951600175588293e-37,0,0
EX_malttr_e,-0.023588147943989127,6.059523534333059e-37,7.951600175588293e-37,0,0
EX_man_e,0.11510371799145018,3.1690847643253713e-32,4.0651216594662714e-32,0,0
EX_met__L_e,0.2618693165517523,5.81289377154064e-203,1.1298997944340494e-202,0,0
EX_mev__R_e,-0.11954303783285307,3.289875262334598e-17,3.92036310634337e-17,0,0
EX_mlthf_e,-0.23243558413749962,1.5008470151493183e-142,2.679916188240019e-142,0,0
EX_mthgxl_e,1.0,0.0,0.0,1,1
EX_n2m2nmasn_e,-0.452397398345904,6.103857836584651e-115,1.029490286998239e-114,0,0
EX_n8aspmd_e,-0.10311834264448301,1.1405545071561369e-35,1.4915446334271086e-35,0,0
EX_nh4_e,0.03013594606366657,7.8580359170637845e-25,9.766905208463811e-25,0,0
EX_nicrnt_e,-0.015435429803789936,9.185171040635447e-122,1.578355445386302e-121,0,0
EX_nrvnc_e,1.582746355401838,2.8792906275024907e-226,5.708550140713018e-226,1,1
EX_o2_e,-0.03306292526790263,4.146142039578868e-54,5.880358069806698e-54,0,0
EX_o2s_e,-0.5428373515199061,0.0,0.0,0,0
EX_oaa_e,0.3771332660825074,0.0,0.0,0,0
EX_ocdca_e,-1.0,0.0,0.0,-1,1
EX_ocdcea_e,1.0,0.0,0.0,1,1
EX_octa_e,-1.0,0.0,0.0,-1,1
EX_odecrn_e,1.4623183679761105,8.142137808580575e-289,1.751211920752203e-288,1,1
EX_orot5p_e,-1.0,0.0,0.0,-1,1
EX_orot_e,1.0,0.0,0.0,1,1
EX_oxa_e,0.50311537564303,0.0,0.0,0,0
EX_pcrn_e,1.0,0.0,0.0,1,1
EX_pe_hs_e,0.02468374311586484,0.07761108123267829,0.0795993201676278,0,0
EX_pep_e,0.02693152217900804,4.312386962685144e-45,5.892734759788921e-45,0,0
EX_pglyc_hs_e,0.02468374311577274,0.07761108123267829,0.0795993201676278,0,0
EX_phe__L_e,1.0,0.0,0.0,1,1
EX_pi_e,-0.5036702793346608,0.0,0.0,0,0
EX_pmtcrn_e,-1.0,0.0,0.0,-1,1
EX_ppbng_e,-2.9943592311120595,1.1551579848486526e-246,2.343173796821889e-246,-1,1
EX_prgstrn_e,0.17298388565854378,6.1174531068406495e-257,1.2565281719001227e-256,0,0
EX_pro__L_e,1.0,0.0,0.0,1,1
EX_prostgh2_e,1.0,0.0,0.0,1,1
EX_ps_hs_e,-0.07059582823902233,5.795101457747716e-58,8.354024969412691e-58,0,0
EX_pser__L_e,0.4242697368472594,0.0,0.0,0,0
EX_ptdca_e,-1.0,0.0,0.0,-1,1
EX_ptrc_e,-1.0,0.0,0.0,-1,1
EX_q10_e,-0.05402893728537428,2.3238432018190207e-83,3.592825329641602e-83,0,0
EX_q10h2_e,0.05402893728537418,2.3238432018190207e-83,3.592825329641602e-83,0,0
EX_rib__D_e,0.13320840883678478,2.0469594201199992e-24,2.5249521063318044e-24,0,0
EX_s2l2n2m2m_e,0.2118020854172929,1.1157313408241001e-33,1.4458256216698446e-33,0,0
EX_sbt__D_e,0.5222361687669802,0.0,0.0,0,0
EX_ser__L_e,-0.08137691926670064,1.9639935039866535e-132,3.4475639816134945e-132,0,0
EX_so4_e,0.22324921551573182,3.0932829988697147e-264,6.446458267964099e-264,0,0
EX_sphgn_e,-0.09933046738083598,2.038066062230256e-35,2.6606789210580344e-35,0,0
EX_sphings_e,-0.16800787247341373,1.4521567744883152e-39,1.939041403968599e-39,0,0
EX_sphmyln_hs_e,0.07070757370716702,5.795101457747716e-58,8.354024969412691e-58,0,0
EX_spmd_e,2.3520059820014465,0.0,0.0,1,1
EX_sql_e,0.08047671663546155,0.0002883096840614359,0.0003043120717059189,0,0
EX_stcrn_e,-1.0,0.0,0.0,-1,1
EX_strch1_e,0.05135019042120071,1.3591194647620518e-48,1.8981093137007358e-48,0,0
EX_strch2_e,-0.05135019042120071,1.3591194647620518e-48,1.8981093137007358e-48,0,0
EX_strdnc_e,1.0,0.0,0.0,1,1
EX_tag__D_e,0.38703717955688494,1.6022936229377296e-44,2.1816432264581735e-44,0,0
EX_tca3s_e,-0.8546671968916216,0.0,0.0,-1,1
EX_tcdca3s_e,-0.3016142612002004,1.5797675045356538e-267,3.3134461813882007e-267,0,0
EX_tdca3s_e,-0.09083509731775836,4.441088228134397e-06,4.794022391959647e-06,0,0
EX_tethex3_e,0.12727179705172834,1.3787445928064639e-06,1.5003791896921081e-06,0,0
EX_tetpent3_e,-0.18958223454999398,7.8580359170637845e-25,9.766905208463811e-25,0,0
EX_thmtp_e,0.044154477782859976,5.997303182676252e-61,8.72821802478776e-61,0,0
EX_thr__L_e,1.0,0.0,0.0,1,1
EX_thymd_e,-0.3276305827918622,1.2696120775805016e-24,1.5686273746825689e-24,0,0
EX_trp__L_e,1.0,0.0,0.0,1,1
EX_tststerone_e,-1.0,0.0,0.0,-1,1
EX_ttdca_e,1.0,0.0,0.0,1,1
EX_ttdcea_e,0.681637601718679,0.0,0.0,0,0
EX_ttdcrn_e,-1.1442396457363995,0.0,0.0,-1,1
EX_tudca3s_e,-0.14071622973883244,5.599003563551554e-19,6.731784052700024e-19,0,0
EX_tyr__L_e,1.0,0.0,0.0,1,1
EX_udca3s_e,0.05246244826117567,8.66144540069212e-23,1.059807957339379e-22,0,0
EX_udpglcur_e,3.359042252105363,0.0,0.0,1,1
EX_ump_e,-0.6940810537547125,1.083476044558057e-297,2.348045900932086e-297,0,0
EX_urate_e,-0.10796082174738249,0.0,0.0,0,0
EX_urcan_e,1.0,0.0,0.0,1,1
EX_uri_e,-0.7040213000103802,0.0,0.0,0,0
EX_utp_e,-0.3397604011491624,0.0,0.0,0,0
EX_vacc_e,-0.14985754265859902,4.8878146754685455e-17,5.809371400739177e-17,0,0
EX_val__L_e,1.0,0.0,0.0,1,1
EX_xan_e,-0.6100332069324085,0.0,0.0,0,0
EX_xmp_e,1.0455107497029892,0.0,0.0,1,1
EX_xolest182_hs_e,-0.24148747713319332,1.5667756082255056e-94,2.470892838956879e-94,0,0
EX_xolest2_hs_e,1.0,0.0,0.0,1,1
EX_xolest_hs_e,1.0,0.0,0.0,1,1
EX_xtsn_e,0.1754383014455937,2.65915180710717e-176,5.027493308880332e-176,0,0
EX_xyl__D_e,0.21894118127525633,1.5075361928992265e-258,3.1076762350461025e-258,0,0
EX_xylu__L_e,-1.0,0.0,0.0,-1,1
F1Ate,-1.6714570035668241,0.0,0.0,-1,1
F1PGT,0.34917108147880865,1.837273440992013e-114,2.9798564266835634e-114,0,0
FACOAE181,-0.2325439338789197,1.5679195140192733e-26,1.9756997962407409e-26,0,0
FACOAL150,1.0,0.0,0.0,1,1
FACOAL160,1.0,0.0,0.0,1,1
FACOAL170,0.414534783352628,2.7804448531502193e-202,5.395387036470068e-202,0,0
FACOAL180,1.0,0.0,0.0,1,1
FACOAL181,1.0,0.0,0.0,1,1
FACOAL204,1.0,0.0,0.0,1,1
FACOAL245_2,0.18958223454984718,7.8580359170637845e-25,9.766905208463811e-25,0,0
FACOAL80,1.0,0.0,0.0,1,1
FADH2tru,-0.975233122657594,0.0,0.0,-1,1
FADH2tx,-0.18718344836533887,4.465252880590441e-224,8.814625496113657e-224,0,0
FADRx,-0.29401036117264673,0.0,0.0,0,0
FADtru,-0.9752331226575939,0.0,0.0,-1,1
FADtx,0.18718344836533776,4.465252880590441e-224,8.814625496113657e-224,0,0
FAEL183,-0.36376067740157847,1.425495606226295e-30,1.8213779246407643e-30,0,0
FAEL184,0.559920398200246,4.024949143971253e-97,6.396193556088023e-97,0,0
FAEL204,0.05414104227231647,2.954780090542833e-124,5.123714412324274e-124,0,0
FAEL205,-0.029599819609259843,0.012912352230759101,0.013460935491362389,0,0
FAOXC10080x,-0.6684006200652839,0.0,0.0,0,0
FAOXC101C102x,-0.05659715125911169,4.955881909979731e-13,5.793710306646386e-13,0,0
FAOXC101C8x,0.19041785273184697,1.1405545071561369e-35,1.4915446334271086e-35,0,0
FAOXC101x,-0.31160653018678475,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC102C101x,-0.3537978682020567,7.79277593568231e-43,1.0585187312635138e-42,0,0
FAOXC102C103x,0.04033056265884667,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC102C81x,0.04033056265884878,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC102x,0.040330562658851106,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC103C102x,0.040330562658846957,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC121C10x,-0.5617390864788736,0.0,0.0,0,0
FAOXC121x,-0.6684006200652769,0.0,0.0,0,0
FAOXC122x,-0.3116065301867648,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC123C102x,0.040330562658848636,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC123x,0.040330562658848636,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC141C121x,-0.6684006200652769,0.0,0.0,0,0
FAOXC142C122x,-0.3116065301867659,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC143C123x,0.040330562658848636,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC150m,1.0,0.0,0.0,1,1
FAOXC161C141x,-0.668400620065277,0.0,0.0,0,0
FAOXC163C142x,-0.31160653018676654,2.926523801584469e-154,5.334127248574887e-154,0,0
